"usageclass","checkouttype","materialtype","checkoutyear","checkoutmonth","checkouts","title","isbn","creator","subjects","publisher","publicationyear"
"Digital","OverDrive","EBOOK","2016","10","2","He's So Fine",,"Jill Shalvis","Fiction, Literature, Romance","Hachette Digital, Inc.","2014"
"Physical","Horizon","BOOK","2016","10","1","Zhu huo xiao jing ling / wen, Lai Xiaozhen ; tu, Zheng Jiewen.",,"Lai, Xiaozhen, 1967-","Love Fiction, Chinese language materials Fiction","Xiao xiong chu ban she,","2011."
"Physical","Horizon","BOOK","2016","10","1","Gettysburg : the last invasion / Allen C. Guelzo.",,"Guelzo, Allen C.","Gettysburg Battle of Gettysburg Pa 1863","Alfred A. Knopf,","2013."
"Physical","Horizon","SOUNDDISC","2016","10","1","10 years solo live [sound recording] / Brad Mehldau.",,"Mehldau, Brad","Jazz 2001 2010, Jazz 2011 2020, Piano music Jazz, Jazz","Nonesuch,","[2015]"
"Physical","Horizon","BOOK","2016","10","6","The well of ascension / Brandon Sanderson.",,"Sanderson, Brandon","Courts and courtiers Fiction, Fantasy fiction","Tor,","2007."
"Physical","Horizon","BOOK","2016","10","1","Don Quixote and the windmills / retold and adapted by Eric A. Kimmel from The ingenious hidalgo Don Quixote de la Mancha by Miguel de Cervantes Saavedra ; pictures by Leonard Everett Fisher.",,"Kimmel, Eric A.","Knights and knighthood Fiction, Spain Fiction","Farrar, Straus and Giroux,","2004."
"Physical","Horizon","BOOK","2016","10","1","The secrets we keep / Stephanie Butland.",,"Butland, Stephanie.","Widows Fiction, Family secrets Fiction, Mystery fiction","Sourcebooks Landmark,","[2015]"
"Physical","Horizon","BOOK","2016","10","1","Mouse Woman and the vanished princesses / by Christie Harris ; drawings by Douglas Tait.",,"Harris, Christie","Indians of North America Northwest Coast of North America Legends Juvenile literature","Atheneum,","1976."
"Digital","OverDrive","EBOOK","2016","10","2","A Whisper in the Dark",,"Linda Castillo","Fiction, Romance","Penguin Group (USA), Inc.","2011"
"Physical","Horizon","BOOK","2016","10","2","Firebreak / Tricia Fields.",,"Fields, Tricia","Women police chiefs Fiction, Wildfires Fiction, Evacuation of civilians Fiction, Murder Investigation Fiction, Texas Fiction, Mystery fiction","Minotaur Books,","2015."
"Physical","Horizon","BOOK","2016","10","1","Poe-Land : the hallowed haunts of Edgar Allan Poe / J.W. Ocker.",,"Ocker, J. W.,","Poe Edgar Allan 1809 1849 Homes and haunts, Authors American 19th century Biography","The Countryman Press,","[2015]"
"Physical","Horizon","BOOK","2016","10","3","Results may vary : a novel / Bethany Chase.",,"Chase, Bethany.","Self realization in women Fiction, Life change events Fiction, Married women Fiction, Marital conflict Fiction, Adultery Fiction, Domestic fiction","Ballantine Books,","[2016]"
"Physical","Horizon","SOUNDDISC","2016","10","2","The corner grocery store [sound recording] / Raffi.",,"Raffi","Childrens songs Juvenile sound recordings, Songs","Shoreline ; Manufactured and distributed by Rounder,","[1996?], p1979."
"Digital","OverDrive","EBOOK","2016","10","1","A Father's Law",,"Richard Wright","Fiction, Literature","HarperCollins Publishers Inc.","2010"
"Digital","OverDrive","AUDIOBOOK","2024","9","2","Lost Books and Old Bones (unabridged)","9781541426856","Paige Shelton","Fiction, Mystery","Tantor Media, Inc","2021"
"Physical","Horizon","BOOK","2016","10","4","The secret history of Wonder Woman / Jill Lepore.",,"Lepore, Jill, 1966-","Wonder Woman Fictitious character, Marston William Moulton 1893 1947, Superheroes Comic books strips etc, Feminism United States History, Womens rights United States History","Alfred A. Knopf,","2014."
"Physical","Horizon","BOOK","2016","10","5","How to retire overseas : everything you need to know to live well (for less) abroad / Kathleen Peddicord.",,"Peddicord, Kathleen","Retirement Places of Foreign countries, Americans Foreign countries, Retirees Life skills guides","Hudson Street Press,","c2010."
"Physical","Horizon","VIDEODISC","2016","10","3","Lakes and ponds [videorecording] / Disney Educational Productions.",,,"Lakes Juvenile films, Ponds Juvenile films, Science Experiments Juvenile films, Science Study and teaching Juvenile films, Science television programs, Nonfiction television programs, Educational television programs, Childrens television programs, Television series, Video recordings for the hearing impaired","Disney Educational Productions,","c2005."
"Physical","Horizon","BOOK","2016","10","1","Strange bodies / Marcel Theroux.",,"Theroux, Marcel, 1968-","Transmigration Fiction, Identity Psychology Fiction, Forgery Fiction, Psychotherapy patients Fiction","Farrar, Straus and Giroux,","2014."
"Physical","Horizon","SOUNDDISC","2016","10","2","Music for men [sound recording] / Gossip.",,"Gossip (Musical group)","Rock music 2001 2010","Columbia,","p2009."
"Physical","Horizon","BOOK","2016","10","3","Sir Ryan's quest / Jason Deeble.",,"Deeble, Jason","Knights and knighthood Fiction, Imagination Fiction","Roaring Brook Press,","2009."
"Physical","Horizon","VIDEODISC","2016","10","11","Hell on wheels. The complete third season [videorecording] / an Entertainment One/Nomadic Pictures production ; Endemol ; produced by Chad Oakes, Michael Frislev ; written by Mark Richard ... [and others] ; directed by Neil LaBute ... [and others].",,,"Union Pacific Railroad Company History Drama, Revenge Drama, Railroads United States History 19th century Drama, United States Territorial expansion History 19th century Drama, Western television programs, Video recordings for the hearing impaired","[Publisher not identified],","[2014]"
"Digital","OverDrive","EBOOK","2016","10","1","National Geographic Readers: Thomas Edison",,"Barbara Kramer","Beginning Reader, Biography & Autobiography, Juvenile Nonfiction","Random House, Inc.","2015"
"Physical","Horizon","SOUNDDISC","2016","10","3","Goin' down rockin' [sound recording] : the last recordings / Waylon Jennings.",,"Jennings, Waylon","Country music 2011 2020","Saguaro Road Records,","p2012."
"Physical","Horizon","BOOK","2016","10","1","Mastering knife skills : the essential guide to the most important tools in your kitchen / by Norman Weinstein ; photographs by Mark Thomas.",,"Weinstein, Norman","Kitchen utensils, Knives","Stewart, Tabori & Chang,","2008."
"Physical","Horizon","BOOK","2016","10","1","A little history of Canada / H.V. Nelles.",,"Nelles, H. V.","Canada History","Oxford University Press,","2011."
"Digital","OverDrive","EBOOK","2016","10","4","Knives & Ink: Chefs and the Stories Behind Their Tattoos (with Recipes)",,"Isaac Fitzgerald","Cooking & Food, Nonfiction","Bloomsbury USA","2016"
"Physical","Horizon","BOOK","2016","10","1","Time of useful consciousness : Americus, Book II / Lawrence Ferlinghetti.",,"Ferlinghetti, Lawrence","National characteristics American Poetry, United States Poetry","New Directions Books,","2012."
"Digital","OverDrive","EBOOK","2016","10","3","Start Where You Are: A Guide to Compassionate Living",,"Pema Chodron","New Age, Nonfiction, Religion & Spirituality, Self-Improvement","Random House, Inc.","2010"
"Digital","OverDrive","EBOOK","2016","10","1","The Flood",,"David Hewson","Fiction, Mystery","Severn House Publishers Ltd","2015"
"Physical","Horizon","BOOK","2016","10","2","Creating a life together : practical tools to grow ecovillages and intentional communities / Diana Leafe Christian ; foreword by Patch Adams.",,"Christian, Diana Leafe","Collective settlements Planning, Community life Environmental aspects","New Society Publishers,","c2003."
"Digital","OverDrive","EBOOK","2016","10","1","Destiny: Child of the Sky",,"Elizabeth Haydon","Fantasy, Fiction","Macmillan Publishers","2014"
"Physical","Horizon","VIDEODISC","2016","10","7","The broken circle breakdown [videorecording] / Tribeca Film ; The Match Factory ; Menuet & Tokapi Films ; met de steun van Vlaams Audiovisueel Fonds, Nederlands Filmfonds, Eurimages, Kinepolis Film Distribution, Lumiere, VTM, Belgacom ; producent, Dirk Impens ; scenario, Carl Joos & Felix Van Groeningen ; een film van Felix Van Groeningen.",,,"Tattoo artists Drama, Banjoists Drama, Bluegrass musicians Drama, Bluegrass music Drama, Man woman relationships Drama, Fiction films, Feature films, Musical films","Distributed by Cinedigm Entertainment,","[2014]"
"Digital","Hoopla","MUSIC","2016","10","1","The Big Room",,,"Pop","Atlantic Records",
"Physical","Horizon","BOOK","2016","10","1","What if? : the world's foremost military historians imagine what might have been : essays / by Stephen E. Ambrose ... [and others] ; edited by Robert Cowley.",,,"Imaginary wars and battles, Imaginary histories","G.P. Putnam's Sons,","c1999."
"Physical","Horizon","BOOK","2016","10","1","Before the world was ready : stories of daring genius in science / Claire Eamer ; art by Sa Boothroyd.",,"Eamer, Claire, 1947-","Discoveries in science Juvenile literature, Scientists Juvenile literature, Inventors Juvenile literature, Scientists Biography Juvenile literature, Inventors Biography Juvenile literature","Annick Press,","[2013]"
"Physical","Horizon","BOOK","2016","10","1","The Yoga-Sūtra of Patañjali : a new translation with commentary / Chip Hartranft.",,"Patañjali","Yoga Early works to 1800","Shambhala,","2003."
"Physical","Horizon","SOUNDDISC","2016","10","4","Yeah ghost [sound recording] / Zero 7.",,"Zero 7 (Musical group)","Popular music 2001 2010","Atlantic,","p2009."
"Physical","Horizon","BOOK","2016","10","2","Childhood and cosmos; the social psychology of the Black African child.",,"Erny, Pierre","Children Africa, Africa Social life and customs","New Perspectives; [distributed by Independent Publishers Group, New York],","[1973]"
"Physical","Horizon","SOUNDDISC","2016","10","1","Extraordinary machine [sound recording] / Fiona Apple.",,"Apple, Fiona","Popular music 2001 2010, Rock music 2001 2010","Epic/Clean Slate,","p2005."
"Physical","Horizon","VIDEODISC","2016","10","6","Gregory Crewdson [videorecording] : brief encounters / producer, director & cinematographer, Ben Shapiro.",,,"Crewdson Gregory, Photographers United States, Photography United States, Documentary films, Nonfiction films, Video recordings for the hearing impaired","Zeitgeist Films,","c2013."
"Physical","Horizon","MUSIC","2016","10","1","The very best of Elvis Costello [music] / piano/vocal/guitar.",,"Costello, Elvis","Rock music, Popular music","H. Leonard Corp.,","[2000?]"
"Digital","Hoopla","TELEVISION","2016","10","2","Episode 11",,,"Comedy","Synergetic",
"Physical","Horizon","BOOK","2016","10","2","Ask the passengers / a novel by A.S. King.",,"King, A. S. (Amy Sarig), 1970-","Love Fiction, Lesbians Juvenile fiction, Family problems Fiction, Prejudices Juvenile fiction, Gossip Juvenile fiction, High schools Juvenile fiction, Schools Fiction","Little, Brown,","2012."
"Physical","Horizon","BOOK","2016","10","1","Thomas the tank engine / W. Awdry.",,"Awdry, W.","Railroad trains Juvenile fiction","Random House,","2005, c1998."
"Physical","Horizon","BOOK","2016","10","1","1917. Razgadka ""russkoĭ revol︠i︡u︠t︡sii"" / Nikolaĭ Starikov.",,"Starikov, Nikolaĭ (Nikolaĭ Viktorovich)","Russia History February Revolution 1917, Soviet Union History Revolution 1917 1921","︠I︡Auza : Ėksmo,","2008."
"Physical","Horizon","BOOK","2016","10","1","Abina and the important men : a graphic history / Trevor R. Getz, Liz Clarke.",,"Getz, Trevor R.","Mansah Abina Trials litigation etc Comic books strips etc, Slavery Law and legislation Ghana History 19th century Comic books strips etc, Women slaves Ghana History 19th century Comic books strips etc","Oxford University Press,","c2012."
"Digital","OverDrive","AUDIOBOOK","2016","10","1","The Swan Thieves (Unabridged)",,"Elizabeth Kostova","Fiction, Literature","Blackstone Audio, Inc.","2010"
"Digital","OverDrive","EBOOK","2016","10","2","Comanche Heart: Comanche Series, Book 2",,"Catherine Anderson","Fiction, Historical Fiction, Romance","Penguin Group (USA), Inc.","2013"
"Digital","OverDrive","EBOOK","2016","10","2","The Complete Crime Stories",,"James M. Cain","Fiction, Mystery, Short Stories, Thriller","Open Road Integrated Media","2016"
"Physical","Horizon","BOOK","2016","10","1","The case for make believe : saving play in a commercialized world / Susan Linn.",,"Linn, Susan (Susan E.), 1948-","Play Psychological aspects, Advertising and children","New Press : Distributed by W.W. Norton & Company,","2008."
"Digital","OverDrive","EBOOK","2016","10","1","Blowback: Scot Harvath Series, Book 4",,"Brad Thor","Fiction, Thriller","Simon & Schuster, Inc.","2014"
"Physical","Horizon","BOOK","2016","10","1","When I feel good about myself / written by Cornelia Maude Spelman ; illustrated by Kathy Parkinson.",,"Spelman, Cornelia","Self confidence Juvenile fiction, Individuality Juvenile fiction, Guinea pigs Juvenile fiction","A. Whitman,","c2003."
"Digital","OverDrive","EBOOK","2016","10","1","Девушка с татуировкой дракона",,"Стиг Ларссон","Fiction, Thriller","MintRight Inc","2012"
"Digital","OverDrive","EBOOK","2016","10","2","Fire Watch",,"Connie Willis","Fiction, Historical Fiction, Science Fiction, Short Stories","Random House, Inc.","2011"
"Physical","Horizon","SOUNDDISC","2016","10","3","Silent letters loud and clear [sound recording] / by Robin Pulver.",,"Pulver, Robin","English language Phonetics Juvenile sound recordings, English language Orthography and spelling Juvenile sound recordings, Schools Juvenile sound recordings, English language Phonetics Juvenile fiction, English language Spelling Juvenile fiction, Schools Fiction","Live Oak Media,","p2013."
"Physical","Horizon","VIDEODISC","2016","10","8","Thelma & Louise [videorecording] / Metro-Goldwyn-Mayer presents a Percy Main production, a Ridley Scott film in association with Star Partners III, Ltd. ; producers, Ridley Scott, Mimi Polk ; writer, Callie Khouri ; director, Ridley Scott.",,,"Women outlaws Drama, Fugitives from justice Drama, Female friendship Drama, Feature films, Action and adventure films, Video recordings for the hearing impaired","MGM Home Entertainment,","[2003], c1991."
"Physical","Horizon","BOOK","2016","10","2","NOLS wilderness navigation / Darran Wells ; illustrations by Jon Cox.",,"Wells, Darran","Orienteering Equipment and supplies, Navigation Equipment and supplies, Outdoor recreation Equipment and supplies","Stackpole Boosk,","c2013."
"Digital","OverDrive","EBOOK","2016","10","2","Once a Marine",,"Cat Grant","Drama, Fiction, Romance","Riptide Publishing","2013"
"Digital","OverDrive","EBOOK","2016","10","1","Twilight Hunter",,"Kait Ballenger","Fantasy, Fiction, Paranormal Romance, Romance","Harlequin Enterprises, Ltd.","2013"
"Digital","OverDrive","EBOOK","2016","10","2","Gentle Warrior",,"Julie Garwood","Fiction, Historical Fiction, Romance","Simon & Schuster, Inc.","2014"
"Physical","Horizon","BOOK","2016","10","3","Midnight crossing / Tricia Fields.",,"Fields, Tricia","Women police chiefs Fiction, Murder Investigation Fiction, Human trafficking Fiction, Mexican American Border Region Fiction, Mystery fiction","Minotaur Books,","2016."
"Physical","Horizon","BOOK","2016","10","1","An American vision : three generations of Wyeth art : N.C. Wyeth, Andrew Wyeth, James Wyeth / essays by James H. Duff ... [and others].",,,"Wyeth family Exhibitions, Realism in art United States Exhibitions","Little, Brown,","c1987."
"Physical","Horizon","BOOK","2016","10","1","Righteous indignation : excuse me while I save the world! / Andrew Breitbart.",,"Breitbart, Andrew","Journalism Political aspects United States, Press and politics United States, Journalism Objectivity United States, United States Politics and government 2001 2009, Breitbart Andrew","Grand Central Pub.,","2011."
"Digital","Freegal","SONG","2016","10","1","Growling Cat",,"Women In Black",,,
"Digital","OverDrive","EBOOK","2016","10","1","Henry Huggins 4-Book Collection",,"Beverly Cleary","Juvenile Fiction, Juvenile Literature","HarperCollins Publishers Inc.","2014"
"Physical","Horizon","BOOK","2016","10","2","Weird life : the search for life that is very, very different from our own / David Toomey.",,"Twomey, David P.","Life Biology, Organisms, Curiosities and wonders, Ecology, Adaptation Biology, Extreme environments, Life on other planets","W.W. Norton & Company,","c2013."
"Digital","OverDrive","EBOOK","2025","5","2","The Lost Key","9781101618752","Catherine Coulter","Fiction, Mystery, Thriller","Penguin Publishing Group","2014"
"Physical","Horizon","BOOK","2016","10","1","Coined : the rich life of money and how its history has shaped us / Kabir Sehgal.",,"Sehgal, Kabir","Money, Quality of life, Rich people","Grand Central Publishing,","2015."
"Physical","Horizon","BOOK","2016","10","1","Pioneering cartoonists of color / Tim Jackson.",,"Jackson, Tim, 1958-","Caricatures and cartoons United States History and criticism, Caricatures and cartoons Social aspects United States, African American cartoonists Biography, African American artists Biography","University Press of Mississippi,","c2016."
"Physical","Horizon","BOOK","2016","10","3","Last days / Adam Nevill.",,"Nevill, Adam L. G.","Independent filmmakers Fiction, Cults Fiction, Horror fiction","St. Martin's Griffin,","2013."
"Digital","Freegal","SONG","2016","10","2","No Air",,"Red Fang",,,
"Physical","Horizon","VIDEODISC","2016","10","3","Playtime [videorecording] / une production Specta Films ; Bernard Maurice ; administrateur de production, Michel Chauvin ; un film de Jacques Tati ; scénario original de Jacques Tati ; avec la collaboration artistique de Jacques Lagrange ; dialogue anglais de Art Buchwald.",,,"Hulot Monsieur Fictitious character Drama, Paris France Social life and customs 20th century Drama, Technology 20th century Drama, Comedy films, Feature films, Fiction films, Motion pictures French","Criterion Collection,","[2006]"
