"usageclass","checkouttype","materialtype","checkoutyear","checkoutmonth","checkouts","title","isbn","creator","subjects","publisher","publicationyear"
"Physical","Horizon","BOOK","2016","10","1","Yi min / Sun Yongming, zhu.",,"Sun, Yongming","Immigrants Ontario Toronto Fiction, Chinese Ontario Toronto Fiction, Toronto Ont Fiction","Xin hua chu ban she,","2012."
"Digital","Hoopla","MUSIC","2016","10","1","Tracy Chapman",,,"Folk","Elektra Records",
"Physical","Horizon","SOUNDDISC","2016","10","6","Thinking, fast and slow [sound recording] / Daniel Kahneman.",,"Kahneman, Daniel, 1934-","Thought and thinking, Decision making, Intuition, Reasoning","Random House Audio,","p2011."
"Digital","OverDrive","EBOOK","2016","10","4","1-2-3 Magic: Effective Discipline for Children 2-12",,"Thomas W., PhD Phelan","Family & Relationships, Nonfiction","Sourcebooks","2013"
"Physical","Horizon","BOOK","2016","10","1","Midwest eclogue : poems / David Baker.",,"Baker, David, 1954-","Middle West Poetry","W.W. Norton & Co.,","c2005."
"Digital","OverDrive","AUDIOBOOK","2016","10","2","The Most Powerful Idea in the World: A Story of Steam, Industry, and Invention (unabridged) (Unabridged)",,"William Rosen","History, Nonfiction","Tantor Media, Inc","2012"
"Physical","Horizon","BOOK","2016","10","2","The encyclopedia of natural medicine / Michael T. Murray, Joseph E. Pizzorno.",,"Murray, Michael T.","Naturopathy Encyclopedias","Atria Books,","2012."
"Digital","OverDrive","EBOOK","2016","10","2","Gone 'Til November: A Journal of Rikers Island",,"Lil Wayne","Biography & Autobiography, Nonfiction, Performing Arts","Penguin Group (USA), Inc.","2016"
"Digital","Freegal","SONG","2016","10","1","Cuban Missile",,"Steelism",,,
"Physical","Horizon","SOUNDDISC","2016","10","1","Doctor Who [sound recording] : the Dalek conquests / presented by Nicholas Briggs.",,"Briggs, Nicholas, 1961-","Doctor Who Television program 2005, Doctor Fictitious character, Science fiction","BBC Audiobooks America,","p2006."
"Physical","Horizon","BOOK","2016","10","3","One hundred twenty-one days / Michèle Audin ; translated from the French by Christiana Hills.",,"Audin, Michèle","Mathematicians France Fiction, World War 1914 1918 Fiction, World War 1939 1945 Fiction, Historical fiction","Deep Vellum Publishing,","2016."
"Digital","OverDrive","EBOOK","2016","10","5","Poisoned Blade: Court of Fives Series, Book 2",,"Kate Elliott","Young Adult Fiction, Young Adult Literature","Hachette Digital, Inc.","2016"
"Digital","OverDrive","AUDIOBOOK","2016","10","2","Rule: Marked Men Series, Book 1 (unabridged ) (Unabridged )",,"Jay Crownover","Fiction, Romance","HarperCollins Publishers Inc.","2014"
"Physical","Horizon","VIDEODISC","2016","10","22","Person of interest. The complete fourth season [videorecording] / Warner Bros. Television.",,,"Electronic surveillance Drama, Crime Drama, Television series, Action and adventure television programs, Fiction television programs, Video recordings for the hearing impaired","Warner Bros. Entertainment Inc.,","[2015]"
"Digital","OverDrive","EBOOK","2016","10","1","Symposium: A Novel",,"Muriel Spark","Fiction, Literature","W. W. Norton & Company","2015"
"Digital","OverDrive","EBOOK","2024","9","1","Once and Always","9781501145520","Judith McNaught","Fiction, Literature, Romance, Historical Fiction","Simon & Schuster, Inc.","2019"
"Physical","Horizon","VIDEODISC","2016","10","3","Stephen Hawking's universe [videorecording] / a Thirteen/WNET/Uden Associates/David Filkin Enterprises co-production in association with BBC-TV ; series producer, David Filkin ; series director, Philip Martin ; executive producer, William R. Grant.",,,"Hawking Stephen 1942, Cosmology, Astronomy History, Physicists Great Britain, Video recordings for the hearing impaired","Distributed by PBS Distribution,","c2009."
"Digital","OverDrive","EBOOK","2016","10","12","The Run of His Life: The People v. O. J. Simpson",,"Jeffrey Toobin","History, Law, Nonfiction","Random House, Inc.","2016"
"Physical","Horizon","BOOK","2016","10","3","The hour of the star / Clarice Lispector ; translated from the Portuguese by Benjamin Moser ; introduction by Colm Tóibín.",,"Lispector, Clarice","Rio de Janeiro Brazil Fiction, Psychological fiction","New Directions,","2011."
"Digital","OverDrive","EBOOK","2016","10","1","A Summer In Europe",,"Marilyn Brant","Fiction, Literature","Random House, Inc.","2011"
"Physical","Horizon","BOOK","2016","10","2","Beowulf : a new verse translation / Seamus Heaney.",,,"Heroes Scandinavia Poetry, Epic poetry English Old, Monsters Poetry, Dragons Poetry","Farrar, Straus and Giroux,","2000."
"Digital","OverDrive","EBOOK","2016","10","2","Legally Hot",,"Lora Leigh","Fiction, Romance, Short Stories","Macmillan Publishers","2013"
"Digital","Freegal","SONG","2016","10","1","Sherri Is a Stoner",,"Third Eye Blind",,,
"Physical","Horizon","BOOK","2016","10","3","Rapunzel / written by the Brothers Grimm ; retold and illustrated by Rachel Isadora.",,"Isadora, Rachel","Fairy tales, Folklore Germany Juvenile literature","G.P. Putnam's Sons,","2008."
"Physical","Horizon","BOOK","2016","10","1","Half in love : surviving the legacy of suicide : a memoir / Linda Gray Sexton.",,"Sexton, Linda Gray, 1953-","Sexton Linda Gray 1953, Sexton Anne 1928 1974 Family, Sexton Linda Gray 1953 Mental health, Depressed persons United States Biography, Children of suicide victims United States Biography, Sexton Anne 1928 1974 Influence, Suicide Psychological aspects Case studies, Suicide victims Family relationships United States Case studies, Poets American Family relationships, Mothers and daughters United States Case studies","Counterpoint Press,","c2010."
"Digital","Hoopla","MOVIE","2016","10","1","As The Dust Settles: A Participatory Documentary Shot at Burning Man",,,"Documentary","Kinonation",
"Physical","Horizon","BOOK","2016","10","4","House of the rising sun / James Lee Burke.",,"Burke, James Lee, 1936-","Texas Rangers Fiction, Fathers and sons Fiction, Voyages and travels Fiction, Grail Fiction, Large type books, Historical fiction, Adventure fiction","Wheeler Publishing Large Print,","2015."
"Physical","Horizon","BOOK","2016","10","6","Injection. Volume two / Warren Ellis, writer ; Declan Shalvey, artist ; Jordie Bellaire, color ; Fonografiks, lettering & design.",,"Ellis, Warren","Dystopias Comic books strips etc, Gifted persons Comic books strips etc, Paranormal comics, Science fiction comics, Horror comics, Comics Graphic works, Graphic novels","Image Comics, Inc.,","[2016]"
"Physical","Horizon","BOOK","2016","10","1","Share : the cookbook that celebrates our common humanity / Women for Women International ; foreword by Meryl Streep ; editied by Alison Oakervee ; food photography by Philip Webb.",,,"International cooking, Women Social conditions, Cookbooks","Kyle Books ; Distributed by National Book Network,","2013."
"Physical","Horizon","BOOK","2016","10","1","The stuff of thought : language as a window into human nature / Steven Pinker.",,"Pinker, Steven, 1954-","Language and languages Philosophy, Thought and thinking","Viking,","2007."
"Digital","OverDrive","EBOOK","2016","10","3","The Midnight Watch: A Novel of the Titanic and the Californian",,"David Dyer","Fantasy, Fiction, Historical Fiction, Literature","Macmillan Publishers","2016"
"Digital","OverDrive","EBOOK","2016","10","1","The Undercover Scoundrel",,"Jessica Peterson","Fiction, Historical Fiction, Romance","Penguin Group (USA), Inc.","2015"
"Physical","Horizon","BOOK","2016","10","16","The return of the Jedi / written by Emma Grange.",,"Grange, Emma,","LEGO toys Juvenile fiction, Life on other planets Juvenile fiction, Star Wars films Juvenile fiction, Star Wars fiction","DK Publishing,","2014."
"Physical","Horizon","BOOK","2016","10","1","Whirlwind : the air war against Japan, 1942-1945 / Barrett Tillman.",,"Tillman, Barrett","World War 1939 1945 Aerial operations American, World War 1939 1945 Campaigns Japan, Bombing Aerial Japan","Simon & Schuster,","2010."
"Digital","Hoopla","MOVIE","2016","10","1","The Philadelphia Experiment",,,"Action & Adventure, Mystery, Sci-Fi & Fantasy","Starz Media",
"Physical","Horizon","SOUNDDISC","2016","10","5","Greatest hits [sound recording] / Bon Jovi.",,"Bon Jovi (Musical group)","Rock music","Island,","p2010."
"Physical","Horizon","BOOK","2016","10","3","Garden revolution : how our landscapes can be a source of environmental change / Larry Weaner, Thomas Christopher.",,"Weaner, Larry,","Landscape ecology, Gardening","Timber Press,","2016."
"Physical","Horizon","BOOK","2016","10","7","For you are a Kenyan child / Kelly Cunnane ; art by Ana Juan.",,"Cunnane, Kelly","Kalenjin African people Juvenile fiction, Villages Juvenile fiction, Kenya Juvenile fiction","Atheneum Books for Young Readers,","c2006."
"Digital","Freegal","SONG","2016","10","1","Something From Nothing",,"Foo Fighters",,,
"Physical","Horizon","VIDEODISC","2016","10","4","Carmo [videorecording] / A Contraluz Films ; Magia Filmes ; Gremi Film Production ; desenvolvida e co-produzida por BR-3 Films ; com a colaboração de Agência Nacional do Cinema, ICAA, Institut Català de les Indústries Culturals, Televisió de Catalunya, ICO ; produzido por Xavier Granada, Alberto Aranda, Roberto d'Avila, Murray Lipnik, Grzegorz Hajdarowicz, Elisa Alvares ; escrito e dirigido por Murilo Pasta.",,,"Smugglers Drama, Man woman relationships Drama, Brazil Drama, Feature films, Fiction films, Road films","First Run Features,","[2011]"
"Digital","Hoopla","MUSIC","2016","10","3","St. Vincent",,,"Alternative","Concord/Loma Vista/Caroline",
"Digital","OverDrive","EBOOK","2016","10","2","The Legend of Lyon Redmond",,"Julie Anne Long","Fiction, Historical Fiction, Romance","HarperCollins Publishers Inc.","2015"
"Digital","OverDrive","EBOOK","2016","10","1","You Just Don't Understand",,"Deborah Tannen","Nonfiction, Psychology","HarperCollins Publishers Inc.","2013"
"Digital","OverDrive","EBOOK","2016","10","1","Murmel, Murmel, Murmel: Read-Aloud Edition",,"Robert Munsch","Juvenile Fiction, Picture Book Fiction","Open Road Integrated Media","2013"
"Physical","Horizon","BOOK","2016","10","1","Let me in / John Ajvide Lindqvist ; [translated by Ebba Segerberg].",,"Ajvide Lindqvist, John, 1968-","Vampires Fiction, Marginality Social Fiction, Allegories","Thomas Dunne Books/St. Martin's Press,","2007."
"Digital","Freegal","SONG","2016","10","1","Sea Island Murders",,"Loscil",,,
"Physical","Horizon","VIDEODISC","2016","10","2","Welcome to the Rileys [videorecording] / directed by Jake Scott ; written by Ken Hixon ; produced by Giovanni Agnelli, Scott Bloom, Michael Costigan ; a Scott Free/Argonaut Pictures production.",,,"Married people Drama, Teenagers Drama, Fiction films, Feature films, Video recordings for the hearing impaired","Sony Pictures Home Entertainment,","2011."
"Physical","Horizon","VIDEODISC","2016","10","19","Owning Mahowny [videorecording] / Sony Pictures Classics ; an Alliance Atlantis/Andras Hamori production in association with Natural Nylon Entertainment ; producers, Andras Hamori, Seaton McLean, Alessandro Camon ; screenplay by Maurice Chauvet ; directed by Richard Kwietniowski.",,,"Embezzlement Drama, Compulsive gamblers Drama, Bookmakers Gambling Drama, Casinos New Jersey Atlantic City Drama, Feature films, Fiction films","Sony Pictures Home Entertainment,","c2014."
"Digital","OverDrive","AUDIOBOOK","2016","10","1","Mariposa: Quantico Series, Book 2 (unabridged) (Unabridged)",,"Greg Bear","Fiction, Thriller","Blackstone Audio, Inc.","2009"
"Digital","Hoopla","MOVIE","2016","10","1","The Beach Boys: Doin' It Again",,,"Music","Cinedigm",
"Physical","Horizon","BOOK","2016","10","2","Malice in miniature / Jeanne M. Dams.",,"Dams, Jeanne M.","Martin Dorothy Fictitious character Fiction, Women detectives England Fiction, Villages England Fiction, Mystery fiction","Walker,","1998."
"Physical","Horizon","BOOK","2016","10","1","The forgers / Bradford Morrow.",,"Morrow, Bradford, 1951-","Book collectors Fiction, Rare books Fiction, Murder Fiction, Forgery Fiction, Mystery fiction, Suspense fiction","Mysterious Press, an imprint of Grove/Atlantic, Inc.,","[2014]"
"Digital","OverDrive","EBOOK","2016","10","2","Sharpe's Eagle: Sharpe Series, Book 8",,"Bernard Cornwell","Fiction, Historical Fiction","Penguin Group (USA), Inc.","2011"
"Physical","Horizon","BOOK","2016","10","1","Suffering succotash : a picky eater's quest to understand why we hate the foods we hate / Stephanie V.W. Lucianovic.",,"Lucianovic, Stephanie V. W.","Senses and sensation Popular works, Taste buds Popular works, Food preferences Popular works, Nutrition Psychological aspects Popular works","Perigee Trade,","2012."
"Physical","Horizon","BOOK","2016","10","1","My name is memory / Ann Brashares.",,"Brashares, Ann","Man woman relationships Fiction, Reincarnation Fiction, Memory Fiction, Love stories, Fantasy fiction","Riverhead Books,","2010."
"Digital","OverDrive","EBOOK","2016","10","1","My Rebellious Heart",,"Samantha James","Fiction, Romance","HarperCollins Publishers Inc.","2013"
"Physical","Horizon","BOOK","2016","10","5","Firefly July : a year of very short poems / selected by Paul B. Janeczko ; illustrated by Melissa Sweet.",,,"Childrens poetry American Juvenile literature, American poetry Juvenile literature, Poetry Juvenile literature","Candlewick Press,","2014."
"Digital","Freegal","SONG","2016","10","1","Ocean Drift",,"Sleep Music",,,
"Digital","OverDrive","EBOOK","2016","10","1","Escape to Gold Mountain: A Graphic History of the Chinese in North America",,"David H.T. Wong","Antiquarian, History, Sociology, Young Adult Nonfiction","Perseus Books Group","2013"
"Physical","Horizon","BOOK","2016","10","1","Rock redemption / Nalini Singh.",,"Singh, Nalini, 1977-","Single women Fiction, Musicians Fiction, Man woman relationships Fiction, Love stories","Nalini Singh,","©2015."
"Digital","OverDrive","EBOOK","2016","10","1","Identifying & Harvesting Edible and Medicinal Plants",,"Steve Brill","Gardening, Nonfiction","HarperCollins Publishers Inc.","2010"
"Physical","Horizon","SOUNDDISC","2016","10","1","She comes first : the grammar of oral sex / Ian Kerner.",,"Kerner, Ian","Sex instruction for men, Oral sex, Female orgasm, Audiobooks","Harper Audio,","[2015]"
"Digital","Freegal","SONG","2016","10","1","From Wrath to Ruin",,"Monstrosity",,,
"Physical","Horizon","VIDEODISC","2016","10","1","Richard Pryor live on the Sunset Strip [videorecording] / Columbia Pictures presents a Rastar Production ; written and produced by Richard Pryor ; directed by Joe Layton.",,"Pryor, Richard, 1940-2005","Stand up comedy, Comedy films, Video recordings for the hearing impaired, Feature films, Filmed stand up comedy routines","Columbia TriStar Home Video,","c2000."
"Digital","OverDrive","EBOOK","2016","10","5","Man of the World: The Further Endeavors of Bill Clinton",,"Joe Conason","Biography & Autobiography, Nonfiction, Politics","Simon & Schuster, Inc.","2016"
"Digital","Hoopla","MUSIC","2016","10","1","All the Way from Michigan Not Mars [Audio Version]",,,"Alternative","Factory 25 Productions",
"Digital","OverDrive","EBOOK","2016","10","2","Mao's Last Dancer (Movie Tie-In): Based on a True Story",,"Li Cunxin","Biography & Autobiography, Nonfiction","Penguin Group (USA), Inc.","2011"
"Physical","Horizon","BOOK","2016","10","16","The Library at Mount Char / Scott Hawkins.",,"Hawkins, Scott","Libraries Fiction, Gods Fiction, Fantasy fiction","Crown Publishers,","[2015]"
"Physical","Horizon","BOOK","2016","10","1","Calculus for the utterly confused / Robert Oman, Daniel Oman.",,"Oman, Robert M.","Calculus","McGraw-Hill,","c2007."
"Physical","Horizon","BOOK","2016","10","13","The beagle has landed, Charlie Brown! / [based on the comic strip, Peanuts, by Charles M. Schulz ; story by Andy Beall, Bob Scott and Vicki Scott ; pencils & layouts by Vicki Scott ; inks by Paige Braddock ; colors by Nina Kester and Donna Almendrala ; letters by Donna Almendrala.",,"Schulz, Charles M. (Charles Monroe), 1922-2000","Brown Charlie Fictitious character Comic books strips etc, Snoopy Fictitious character Comic books strips etc, Woodstock Fictitious character Comic books strips etc, Van Pelt Lucy Fictitious character Comic books strips etc, Van Pelt Linus Fictitious character Comic books strips etc, Cartoons and comics, Humorous stories, Graphic novels","Kaboom!,","2014."
"Physical","Horizon","BOOK","2016","10","1","The mile high club / Kinky Friedman.",,"Friedman, Kinky","Friedman Kinky Fiction, Private investigators Fiction, Mystery fiction, Humorous fiction","Simon & Schuster,","c2000."
"Physical","Horizon","SOUNDDISC","2016","10","1","Right on time [sound recording] / Gretchen Wilson.",,"Wilson, Gretchen, 1973-","Country music 2011 2020","Redneck Records,","c2013."
"Physical","Horizon","BOOK","2016","10","3","The private school murders / James Patterson and Maxine Paetro.",,"Patterson, James, 1947-","Brothers and sisters Juvenile fiction, Families Juvenile fiction, Murder Juvenile fiction, New York N Y Juvenile fiction, Mystery and detective stories, Brothers and sisters Fiction, Families Fiction, Love Fiction, New York N Y Fiction, Young adult fiction","Little, Brown and Company,","[2013]"
"Digital","Freegal","SONG","2016","10","1","Por uma Noite Contigo",,"Carlos Alexandre",,,
"Physical","Horizon","BOOK","2016","10","5","If you were raised by a dinosaur / Isabella Brooklyn ; illustrated by Haude Levesque.",,"Brooklyn, Isabella","Dinosaurs Juvenile literature, Dinosaurs Behavior Juvenile literature, Dinosaurs Growth Juvenile literature, Parental behavior in animals Juvenile literature","Imagine ; Distributed in the USA by BookMasters Distribution Services,","2010."
"Physical","Horizon","VIDEODISC","2016","10","1","Your best butt fast! [videorecording] / Conde Nast Publications ; produced and directed by Ernie Schultz ; executive producer for Koch Vision, Tim Hinsley ; executive producer for Self, Yung Moon",,,"Buttocks exercises, Isometric exercise, Exercise, Physical fitness, Instructional films","KOCH Vision,","c2005."
"Digital","OverDrive","EBOOK","2016","10","1","The Scalpel and the Soul: Encounters with Surgery, the Supernatural, and the Healing Power of Hope",,"Allan J. Hamilton M.D., FACS","Medical, New Age, Nonfiction","Penguin Group (USA), Inc.","2008"
"Physical","Horizon","SOUNDDISC","2016","10","3","Furr [sound recording] / Blitzen Trapper.",,"Blitzen Trapper (Musical group)","Rock music 2001 2010","Sub Pop,","p2008."
"Physical","Horizon","BOOK","2016","10","4","The best film you've never seen : 35 directors champion the forgotten or critically savaged movies they love / Robert K. Elder.",,"Elder, Robert K.","Motion pictures, Motion picture producers and directors Interviews","Chicago Review Press,","c2013."
"Digital","OverDrive","AUDIOBOOK","2016","10","1","The Cold War: A New History (unabridged) (Unabridged)",,"John Lewis Gaddis","History, Nonfiction","HighBridge Company","2012"
"Digital","OverDrive","EBOOK","2016","10","1","Ani's Raw Food Essentials: Recipes & Techniques for Mastering the Art of Live Food",,"Ani Phyo","Cooking & Food, Nonfiction","Perseus Books Group","2010"
"Physical","Horizon","BOOK","2016","10","1","Alfred North Whitehead: an anthology; selected by F. S. C. Northrop and Mason W. Gross. Introductions and a note on Whitehead's terminology, by Mason W. Gross.",,"Whitehead, Alfred North, 1861-1947",,"Macmillan,","1953."
"Physical","Horizon","SOUNDDISC","2016","10","2","Revolution [sound recording] / Miranda Lambert.",,"Lambert, Miranda, 1983-","Country music 2001 2010","Columbia Nashville,","p2009."
"Physical","Horizon","BOOK","2016","10","1","Barack Obama and the idea of a postracial society / edited by Zoe Lowery.",,,"African Americans Social conditions 21st century Juvenile literature, United States Race relations Juvenile literature, Racism United States Juvenile literature, Obama Barack Influence Juvenile literature","Britannica Educational Publishing in association with Rosen Educational Services,","2016."
"Digital","Freegal","SONG","2016","10","51","WALLS",,"Kings Of Leon",,,
"Digital","OverDrive","EBOOK","2016","10","2","Understanding Flash Photography: How to Shoot Great Photographs Using Electronic Flash",,"Bryan Peterson","Nonfiction, Photography, Reference","Random House, Inc.","2012"
"Physical","Horizon","BOOK","2016","10","1","Dorrie and the haunted schoolhouse / Patricia Coombs.",,"Coombs, Patricia","Dorrie Fictitious character Coombs Juvenile fiction, Witches Juvenile fiction, Schools Juvenile fiction, Magic Juvenile fiction, Dorrie Fictitious character Coombs Fiction, Witches Fiction, Schools Fiction, Magic Fiction","Clarion Books,","c1992."
"Digital","OverDrive","EBOOK","2016","10","5","The Sweet Life in Paris: Delicious Adventures in the World's Most Glorious--and Perplexing--City",,"David Lebovitz","Cooking & Food, Nonfiction, Travel","Random House, Inc.","2009"
"Digital","OverDrive","EBOOK","2016","10","1","Never Have Your Dog Stuffed: And Other Things I've Learned",,"Alan Alda","Biography & Autobiography, Nonfiction, Performing Arts","Random House, Inc.","2010"
"Physical","Horizon","BOOK","2016","10","2","Polar bears / by Tamra B. Orr.",,"Orr, Tamra","Polar bear Juvenile literature","Children's Press,","2013."
"Physical","Horizon","BOOK","2016","10","3","The art of Jaime Hernandez : the secrets of life and death / [selection and commentary by] Todd Hignite.",,"Hernandez, Jaime","Comic books strips etc, Hernandez Jaime","Abrams ComicArts,","2010."
"Physical","Horizon","SOUNDDISC","2016","10","3","Geidi primes [sound recording] / Grimes.",,"Grimes (Musician)","Popular music 2011 2020, Electronica Music","Arbutus Records,","[2010]"
"Digital","OverDrive","EBOOK","2016","10","6","Duke in Hiding",,"M.J. O'Shea","Fiction, Literature, Romance","Dreamspinner Press","2016"
"Digital","OverDrive","EBOOK","2016","10","1","Ming Tea Murder: Tea Shop Mystery, Book 16",,"Laura Childs","Fiction, Mystery","Penguin Group (USA), Inc.","2015"
"Physical","Horizon","BOOK","2016","10","1","The Transformers. Dark Cybertron. Volume 2 / [written by John Barber and James Roberts ; artists, Atilio Rojo [and five others]].",,"Barber, John, 1976-","Transformers Fictitious characters Comic books strips etc, Science fiction comic books strips etc","IDW,","[2014]"
"Physical","Horizon","BOOK","2016","10","1","Wonder at the edge of the world : a novel / by Nicole Helget ; [illustrations by Marcos Calo].",,"Helget, Nicole Lea, 1976-","Antiquities Juvenile fiction, Families Kansas Juvenile fiction, Slavery Juvenile fiction, African Americans Juvenile fiction, Voyages and travels Juvenile fiction, Kansas History 1854 1861 Juvenile fiction, Supernatural Fiction","Little, Brown and Company,","2015."
"Physical","Horizon","BOOK","2024","9","4","Hey, water! / Antoinette Portis.","0823441555, 9780823441556","Portis, Antoinette","Water Juvenile literature","Neal Porter Books/Holiday House,","[2019]"
"Physical","Horizon","BOOK","2016","10","3","Detective Gordon : the first case / by Ulf Nilsson ; illustrated by Gitte Spee ; [translated by Julia Marshall].",,"Nilsson, Ulf, 1948-","Toads Juvenile fiction, Mice Juvenile fiction, Theft Juvenile fiction, Police Juvenile fiction, Mystery and detective stories","Gecko Press USA,","2015."
"Digital","Hoopla","MUSIC","2016","10","1","Melon Collie And The Infinite Radness (Part 2)",,,"Alternative","Team 8 Recordings",
"Digital","OverDrive","EBOOK","2016","10","3","Days of Gold: Edilean Series, Book 2",,"Jude Deveraux","Fiction, Romance","Simon & Schuster, Inc.","2014"
"Physical","Horizon","BOOK","2016","10","3","A Carlin home companion : growing up with George / Kelly Carlin.",,"Carlin, Kelly, 1963-","Carlin Kelly 1963, Carlin George, Television producers and directors United States Biography, Actresses United States Biography, Radio broadcasters United States Biography, Comedians United States Biography, Fathers and daughters United States Biography","St. Martin's Press,","2015."
"Physical","Horizon","BOOK","2016","10","1","Ever / Gail Carson Levine.",,"Levine, Gail Carson","Fate and fatalism Juvenile fiction, Gods Juvenile fiction, Winds Juvenile fiction, Immortality Juvenile fiction","HarperCollinsPublishers,","2008."
"Physical","Horizon","VIDEODISC","2016","10","3","The L word. Season two [videorecording] / Showtime Networks, Inc. ; produced by Rose Lam.",,,"Lesbians California Los Angeles Drama, Lesbians Conduct of life Drama, Bisexual women California Los Angeles Drama, Women California Los Angeles Drama, Television series, Television melodramas, Fiction television programs, Video recordings for the hearing impaired","Showtime Entertainment,","c2005."
"Physical","Horizon","SOUNDDISC","2016","10","1","One of our Thursdays is missing [sound recording] : [a novel] / by Jasper Fforde.",,"Fforde, Jasper","Women detectives Great Britain Fiction, Books and reading Fiction, Next Thursday Fictitious character Fiction, Time travel Fiction, Fiction Authorship Fiction, Mystery fiction, Fantasy fiction","Recorded Books,","p2011."
"Physical","Horizon","VIDEODISC","2016","10","2","Taʹm e guilass [videorecording] = Taste of cherry / Zeitgeist Films presents an Abbas Kiarostami-CIBY 2000 co-production of a film by Abbas Kiarostami.",,,"Kiarostami Abbas Interviews, Feature films, Suicide Drama","Criterion Collection,","1999."
"Physical","Horizon","BOOK","2016","10","1","This is where we came in : essays / by Lynne Sharon Schwartz.",,"Schwartz, Lynne Sharon","Schwartz Lynne Sharon, Authors American 20th century Biography","Counterpoint,","[2014]"
"Physical","Horizon","VIDEODISC","2016","10","8","White collar. The complete fifth season [videorecording] / Fox Television Studios.",,,"United States Federal Bureau of Investigation Drama, White collar crime investigation Drama, Swindlers and swindling Drama, Television series, Action and adventure television programs, Fiction television programs, Video recordings for the hearing impaired","20th Century Fox Home Entertainment,","[2014]"
"Physical","Horizon","SOUNDDISC","2016","10","1","Slidin' on the frets [sound recording] : the Hawaiian steel guitar phenomenon.",,,"Hawaiian guitar music, Popular music 1931 1940, Popular music 1921 1930, Popular instrumental music 1921 1930, Popular instrumental music 1931 1940, Blues Music To 1931, Blues Music 1931 1940, Jazz 1921 1930, Country music To 1951","Yazoo,","p2000."
"Physical","Horizon","VIDEODISC","2016","10","6","Heartland. The complete fifth season [videorecording] / Seven24 Films and Dynamo Films ; in association with the Canadian Broadcasting Corporation ; produced with the participation of the Canadian Television Fund ; produced by Tina Grewal ; written by Heather Conkie ... [and others] ; directed by Dean Bennett ... [and others].",,,"Ranch life Drama, Horse whisperers Drama, Families Drama, Television series, Fiction television programs","[Publisher not identified],","[2015]"
"Digital","OverDrive","AUDIOBOOK","2016","10","2","Private Eyes: Alex Delaware Series, Book 6 (unabridged) (Unabridged)",,"Jonathan Kellerman","Fiction, Mystery","Books on Tape","2014"
"Physical","Horizon","VIDEODISC","2016","10","32","The voices [videorecording] / Lionsgate ; 1984 Private Defense Contractors ; Mandalay Vision ; a Studio Babelsberg and Vertigo Entertainment production ; directed by Marjane Satrapi ; written by Michael R. Perry ; produced by Matthew Rhodes and Adi Shankar, Roy Lee and Spencer Silna.",,,"Man woman relationships Drama, Human animal relationships Drama, Murder Drama, Feature films, Comedy films, Fiction films, Video recordings for the hearing impaired","[Publisher not identified],","[2015]"
"Physical","Horizon","VIDEODISC","2016","10","3","Yesterday [videorecording] / HBO Films ; a Distant Horizon/Videovision Entertainment production in association with the Nelson Mandela Foundation, M-Net, Exciting Films and National Film and Video Foundation of South Africa ; producers, Anant Singh, Helena Spring ; written and directed by Darrell James Roodt.",,,"Mothers and daughters Drama, Zulu African people Drama, AIDS Disease Patients Drama, AIDS Disease Patients Family relationships Drama, AIDS Disease in women South Africa Drama, Feature films, Fiction films, Video recordings for the hearing impaired","Home Box Office,","[2006]"
"Physical","Horizon","SOUNDDISC","2016","10","3","Aureate gloom [sound recording] / Of Montreal.",,"Of Montreal (Musical group)","Rock music 2011 2020","Polyvinyl Records,","[2015]"
"Digital","OverDrive","EBOOK","2016","10","1","Vegan Italiano: Meat-free, Egg-free, Dairy-free Dishes from Sun-Drenched Italy",,"Donna Klein","Cooking & Food, Nonfiction","Penguin Group (USA), Inc.","2011"
"Physical","Horizon","BOOK","2016","10","1","Gettysburg : the story of the battle with maps / the editors of Stackpole Books.",,,"Gettysburg Battle of Gettysburg Pa 1863, Gettysburg Battle of Gettysburg Pa 1863 Maps","Stackpole Books,","2013."
"Digital","OverDrive","EBOOK","2016","10","6","The Only Street in Paris: Life on the Rue des Martyrs",,"Elaine Sciolino","Biography & Autobiography, Nonfiction, Sociology, Travel","W. W. Norton & Company","2015"
"Digital","OverDrive","EBOOK","2016","10","1","Entranced: Donovan Legacy Series, Book 2",,"Nora Roberts","Fiction, Romance","Penguin Group (USA), Inc.","2013"
"Physical","Horizon","SOUNDDISC","2016","10","1","In the spirit of Crazy Horse [sound recording] / by Peter Matthiessen.",,"Matthiessen, Peter","Indians of North America Government relations 1934, American Indian Movement, Oglala Indians Government relations, Peltier Leonard","Blackstone Audio,","p2009."
"Digital","Freegal","SONG","2016","10","1","Pibddawns Y Tant / Yr Ysgubau / Y Blodau (Arr. Shaljean)",,"Bonnie Shaljean",,,
"Digital","OverDrive","EBOOK","2016","10","1","A Thread of Truth: Cobbled Court Series, Book 2",,"Marie Bostwick","Fiction, Literature","Random House, Inc.","2013"
"Physical","Horizon","BOOK","2016","10","5","Every day / David Levithan.",,"Levithan, David","Interpersonal relations Juvenile fiction","Alfred A. Knopf,","2012."
"Physical","Horizon","SOUNDDISC","2016","10","1","All odds against me [sound recording] / John Lee Hooker, Jr.",,"Hooker, John Lee, Jr.","Blues Music 2001 2010","Copycats Records,","c2008."
"Digital","Freegal","SONG","2016","10","1","Look Below",,"Taylor Ho Bynum Sextet",,,
